id,amount,rent,label,image,deed_type,scoring,last_score_update
183,9100,961,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image172.jpg,APARTMENT,4,2023-09-19
184,4200,468,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image172.jpg,APARTMENT,4,2023-09-26
185,8100,898,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image120.jpg,APARTMENT,4,2023-09-18
186,3200,378,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image105.jpg,APARTMENT,4,2023-09-17
187,5300,717,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image115.jpg,APARTMENT,4,2023-09-9
188,9000,1025,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image135.jpg,PARTICIPATIVE,1,2023-09-1
189,8100,1012,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image80.jpg,APARTMENT,4,2023-09-6
190,8700,902,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image101.jpg,APARTMENT,4,2023-09-20
191,9500,1411,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image181.jpg,APARTMENT,4,2023-09-1
192,4700,615,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image89.jpg,APARTMENT,4,2023-09-2
193,8700,1107,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image35.jpg,PARTICIPATIVE,1,2023-09-29
194,5100,543,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image121.jpg,PARTICIPATIVE,1,2023-09-21
195,4100,494,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image124.jpg,APARTMENT,4,2023-09-6
196,7600,906,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image182.jpg,PARTICIPATIVE,1,2023-09-22
197,9400,968,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image169.jpg,PARTICIPATIVE,1,2023-09-26
198,9500,1231,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image122.jpg,PARTICIPATIVE,1,2023-09-13
199,8900,1210,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image198.jpg,APARTMENT,4,2023-09-11
200,8500,947,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image152.jpg,APARTMENT,4,2023-09-9
