id,amount,rent,label,image,deed_type,scoring,last_score_update
181,7300,941.1,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image122.jpg,PARTICIPATIVE,1,2023-09-25
182,1700,190.75,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image116.jpg,PARTICIPATIVE,1,2023-09-13
183,2000,249.63,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image126.jpg,PARTICIPATIVE,1,2023-09-20
184,3800,393.73,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image97.jpg,PARTICIPATIVE,1,2023-09-13
185,2100,274.07,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image225.jpg,PARTICIPATIVE,1,2023-09-12
186,7200,1047.99,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image180.jpg,PARTICIPATIVE,1,2023-09-22
187,6400,879.02,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image18.jpg,APARTMENT,4,2023-09-11
188,8400,991.63,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image175.jpg,PARTICIPATIVE,1,2023-09-9
189,4100,419.1,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image19.jpg,PARTICIPATIVE,1,2023-09-19
190,3600,501.45,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image219.jpg,PARTICIPATIVE,1,2023-09-23
191,6300,631.99,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image69.jpg,APARTMENT,4,2023-09-8
192,2900,333.86,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image26.jpg,PARTICIPATIVE,1,2023-09-12
193,5200,587.49,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image101.jpg,APARTMENT,4,2023-09-2
194,2300,312.67,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image101.jpg,PARTICIPATIVE,1,2023-09-11
195,1600,201.9,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image187.jpg,PARTICIPATIVE,1,2023-09-17
196,3200,408.54,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image77.jpg,APARTMENT,4,2023-09-26
197,5400,663.1,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image115.jpg,PARTICIPATIVE,1,2023-09-12
198,1400,168.16,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image132.jpg,PARTICIPATIVE,1,2023-09-22
199,1900,238.35,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image49.jpg,PARTICIPATIVE,1,2023-09-4
200,9000,962.05,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image224.jpg,PARTICIPATIVE,1,2023-09-18
